generacion,libro,pagina,entidad,tipo,score
1982,1,3,Madero,PER,0.91718364
1982,1,3,Por,PER,0.9994217
1982,1,3,##firio Diaz,PER,0.9116031
1982,1,3,Victoria,PER,0.9996394
1982,1,3,##no Huerta,PER,0.98531866
1982,1,3,Madero,PER,0.9677669
1982,1,3,Huerta,PER,0.9731626
1982,1,3,Emiliano Zapata,PER,0.88460517
1982,1,3,Ve,LOC,0.99512416
1982,1,3,racruz,LOC,0.9855755
1982,1,3,Don Venustiano Carranza,PER,0.99918395
1982,1,3,Constitucién de 1857,MISC,0.93095934
1982,1,3,Emi,PER,0.99937963
1982,1,3,liano,PER,0.64487445
1982,1,3,Zapata,PER,0.998738
1982,1,3,Francisco Villa,PER,0.99979484
1982,1,3,Alvaro Obregén,PER,0.9906832
1982,1,3,don Venustiano Ca,PER,0.9980253
1982,1,3,rranza,PER,0.9987469
1982,1,3,Carranza,PER,0.98908347
1982,1,3,Congreso,ORG,0.997322
1982,1,3,Constitucién de 1857,MISC,0.84276164
1982,1,4,Venusticrio Carranza,PER,0.99826306
1982,1,4,Constitucién de 1917,MISC,0.8401578
1982,1,4,Qué,LOC,0.9997583
1982,1,4,rétaro,LOC,0.9895381
1982,1,4,México,LOC,0.9946557
1982,1,4,1857,LOC,0.997929
1982,1,4,México,ORG,0.8410579
1982,1,4,Revolucién Me,MISC,0.9539202
1982,1,4,x,MISC,0.97356004
1982,1,4,Constitucién,MISC,0.95250845
1982,1,4,1917,MISC,0.49490383
