generacion,libro,pagina,entidad,tipo,score
1962,2,1,Porfirio Diaz,PER,0.90806437
1962,2,1,Presidencia,ORG,0.576565
1962,2,1,Por,PER,0.9992244
1962,2,1,##firio Diaz,PER,0.89627343
1962,2,1,Congreso,ORG,0.99978906
1962,2,1,Cé,MISC,0.97948015
1962,2,1,##digo Politico,MISC,0.8257212
1962,2,1,Presidente,PER,0.86272496
1962,2,1,Benito Juarez,PER,0.99966383
1962,2,1,Sebastian Lerdo de Tejada,PER,0.9995826
1962,2,1,Presidencia,ORG,0.7653774
1962,2,1,Constituci6n,MISC,0.89975715
1962,2,1,Presidente,MISC,0.7542495
1962,2,1,Por,PER,0.9992465
1962,2,1,##fi,PER,0.90718186
1962,2,1,##rio Diaz,PER,0.84131026
1962,2,1,México,LOC,0.9996567
1962,2,1,Diaz,PER,0.93288213
1962,2,2,Diaz,PER,0.9823773
1962,2,2,Por,PER,0.99949324
1962,2,2,##firio Diaz,PER,0.92339134
1962,2,2,Dia,PER,0.9984658
1962,2,2,Diaz,PER,0.8842083
1962,2,4,Ignacio Francisco Romero Rubio Mariscal,PER,0.9096847
1962,2,4,Men,PER,0.47115704
1962,2,4,##ITICO,MISC,0.5673268
1962,2,4,Porfirio Diaz,PER,0.99431944
1962,2,4,La,MISC,0.6417217
1962,2,4,La,MISC,0.9404325
1962,2,4,Por,PER,0.9991509
1962,2,4,##firio Diaz,PER,0.9209935
1962,2,4,Héroe de la Paz,MISC,0.98845625
1962,2,4,Porfirio Diaz,PER,0.91087854
1962,2,4,Por,PER,0.99928916
1962,2,4,##firio Diaz,PER,0.911821
1962,2,4,Judrez,LOC,0.9457414
1962,2,4,Le,LOC,0.9923029
1962,2,4,##rdo de Tejada,LOC,0.792639
1962,2,4,Leyes de Reforma,MISC,0.99949837
1962,2,4,Iglesia,ORG,0.94941014
1962,2,4,México,LOC,0.8222964
1962,2,5,AS,MISC,0.88723254
1962,2,5,ECONOMICO,MISC,0.9088416
1962,2,5,Porfirio Diaz,PER,0.97268474
1962,2,5,Mé,LOC,0.9994765
1962,2,5,x,LOC,0.91459453
1962,2,5,Terra,MISC,0.3304824
1962,2,5,##zas,ORG,0.43665165
1962,2,5,Chihuahua,LOC,0.8922884
1962,2,5,Hacienda,MISC,0.9995882
1962,2,5,José Ives Limantour,PER,0.9996502
1962,2,5,Veracruz,LOC,0.99952924
1962,2,5,Istmo,LOC,0.98738307
1962,2,5,Istmo de Tehuantepec,LOC,0.9529787
1962,2,5,AS,MISC,0.6992411
1962,2,5,SOCIAL,MISC,0.7333691
1962,2,6,Gobierno,ORG,0.9997719
1962,2,6,Cananea,LOC,0.93579817
1962,2,6,Rio Blanco,LOC,0.99545825
1962,2,6,México,LOC,0.99984956
1962,2,6,México,LOC,0.99985754
1962,2,6,Ignacio M. Altamirano,PER,0.9997929
1962,2,6,Manuel Gutiérrez Najera,PER,0.9998064
1962,2,6,Justo Sierra,PER,0.9997401
1962,2,6,Joaquin Arcadio Pagaza,PER,0.9997441
1962,2,6,Salvador Diaz Mirén,PER,0.99978656
1962,2,6,José Maria Vigil,PER,0.9997468
1962,2,6,Rafael Angel de la Pefia,PER,0.999778
1962,2,6,Alfredo Chavero,PER,0.99982595
1962,2,6,Fran,PER,0.9997472
1962,2,6,cisco del Paso,PER,0.9995575
1962,2,6,Tro,PER,0.99969125
1962,2,6,##ncoso,PER,0.9838315
1962,2,6,Manuel José Othon,PER,0.9996525
1962,2,6,Victoria,PER,0.99973947
1962,2,6,##no Sala,PER,0.8990864
1962,2,6,do Alvarez,PER,0.99966186
