generacion,libro,pagina,entidad,tipo,score
2014,1,3,«,LOC,0.30729565
2014,1,3,Del porfirismo a la Revolucién,MISC,0.9821693
2014,1,3,David ~ Alfaro SIqueiro,PER,0.96458244
2014,1,3,##s,LOC,0.5013206
2014,1,3,Museo Nacional de Historia,LOC,0.95441145
2014,1,5,Il,MISC,0.6974747
2014,1,5,Porfiriato,MISC,0.78180635
2014,1,5,Revolucién Mexicana,MISC,0.9949762
2014,1,5,Por,PER,0.9994692
2014,1,5,##firio Diaz,PER,0.9780307
2014,1,5,México,LOC,0.99936134
2014,1,5,Por,PER,0.9989126
2014,1,5,##firio Diaz,PER,0.9263194
2014,1,5,Revolucién Mexicana,MISC,0.9988847
2014,1,5,D,MISC,0.47592542
2014,1,5,Ill,MISC,0.9860319
2014,1,7,Porfirio Diaz,PER,0.99750984
2014,1,7,José Cusachs,PER,0.9986793
2014,1,9,Porfiriato,MISC,0.9528659
2014,1,9,Francisco |. Madero,PER,0.9993264
2014,1,9,México,LOC,0.9797269
2014,1,9,Ciudad Juarez,LOC,0.9969791
2014,1,9,Francisco |. Madero,PER,0.99922645
2014,1,9,México,LOC,0.9994529
2014,1,9,Constitucién,MISC,0.8812828
2014,1,9,1917,MISC,0.80294025
2014,1,9,Alvaro Obreg6n,PER,0.9893411
2014,1,9,Francisco Villa,PER,0.99970305
2014,1,9,Pablo Gonzalez,PER,0.9996984
2014,1,9,Emi,PER,0.99964845
2014,1,9,li,PER,0.99457043
2014,1,9,##ano,PER,0.6049564
2014,1,9,Zapata,PER,0.95348334
2014,1,9,Zapata,PER,0.9787203
2014,1,9,Decena Tragica,MISC,0.98737323
2014,1,9,Carranza,PER,0.8507708
2014,1,9,Porfirio Diaz,PER,0.986524
2014,1,9,Francia,LOC,0.9996631
2014,1,9,Porfirio Diaz,PER,0.93009776
2014,1,11,Mexicana,LOC,0.93221587
2014,1,11,Ciudad Juérez,LOC,0.99390805
2014,1,11,Golfo de México,LOC,0.7719936
2014,1,11,Can,LOC,0.7734175
2014,1,11,Pacific,LOC,0.5825756
2014,1,11,Simbolo,MISC,0.72619057
2014,1,11,Querétaro,LOC,0.92211264
2014,1,11,Ejército del Noroeste,ORG,0.7884497
2014,1,11,Dr,PER,0.9035076
2014,1,11,##hr,PER,0.69354314
2014,1,11,Veracruz,LOC,0.99974614
2014,1,11,De,LOC,0.8690594
2014,1,11,##is de,LOC,0.76183885
2014,1,11,##t Norte,LOC,0.6032748
2014,1,11,Francisco Vila,PER,0.954302
2014,1,11,México,LOC,0.5522539
2014,1,11,Decena Tragica,MISC,0.9635339
2014,1,11,Portirio Dia,PER,0.87001157
2014,1,11,##z,LOC,0.5095396
2014,1,11,Camparia del Fjército del Noreste,MISC,0.88700676
2014,1,11,Madero,PER,0.95311177
2014,1,11,Pino Suarez,PER,0.99597275
2014,1,11,Gon,MISC,0.43597972
2014,1,11,##c,LOC,0.77182716
2014,1,11,##dle,MISC,0.5912992
2014,1,11,Ejército,ORG,0.74283385
2014,1,11,Libertador del Sur,MISC,0.52878344
2014,1,11,Chinamec,LOC,0.88457346
2014,1,11,##a,LOC,0.79920495
2014,1,11,Morelos,LOC,0.96537006
2014,1,11,Zapata,LOC,0.93052053
2014,1,11,Plan de Ayala,MISC,0.9885481
2014,1,11,GUATEMALA,MISC,0.6932862
2014,1,11,‘,MISC,0.6223109
2014,1,11,Te Te Tos,MISC,0.6089887
2014,1,11,Madero,PER,0.9255121
2014,1,11,Hue,PER,0.99398583
2014,1,11,##rta,PER,0.9334791
2014,1,11,Revolucién Mexicana,MISC,0.9847355
2014,1,11,Villa,ORG,0.41292801
2014,1,11,Rio,LOC,0.99626863
2014,1,11,Cel,LOC,0.99952996
2014,1,11,##aya,LOC,0.9229955
2014,1,11,1917 Blanco,LOC,0.8833911
2014,1,11,Veracruz,LOC,0.9995091
2014,1,11,Puerto Carranza,LOC,0.99198854
2014,1,11,— Cananea,LOC,0.97501886
2014,1,11,Son,LOC,0.99809927
2014,1,11,##ora,LOC,0.7342905
2014,1,11,Villa,ORG,0.7679011
2014,1,11,Zacatecas,LOC,0.9973149
2014,1,11,Plan de Ayala,MISC,0.9937593
2014,1,11,La banda del automévil,MISC,0.786033
2014,1,13,Revolucion Mexicana,MISC,0.99892664
2014,1,13,Mi respuesta inicial,MISC,0.8660817
2014,1,13,Ill,MISC,0.9837552
2014,1,13,Lo,MISC,0.9994012
2014,1,13,"A rey muerto, principe Obreras en",MISC,0.9216645
2014,1,13,Rio Blanco,LOC,0.8753505
2014,1,13,Veracruz,LOC,0.9705889
2014,1,15,LE,PER,0.56737113
2014,1,15,Bi,MISC,0.49745974
2014,1,15,Hacienda henequenera,MISC,0.71224487
2014,1,15,Yuca,LOC,0.99887305
2014,1,15,##tan,LOC,0.51038915
2014,1,15,Portada de la Constitucién Politica de 1917,MISC,0.9019835
2014,1,19,Porfirio Diaz,PER,0.9976144
2014,1,19,Iglesia,ORG,0.88051414
2014,1,19,Diaz,PER,0.9749441
2014,1,19,Manuel Gonzalez,PER,0.99969447
2014,1,19,Banco Nacional de México,ORG,0.9979976
2014,1,19,Colegio Militar,ORG,0.9701061
2014,1,19,Tratado de Limites con Guatemala,MISC,0.9896273
2014,1,19,Estados Unidos,ORG,0.9991184
2014,1,19,Europa,ORG,0.9806638
2014,1,21,Dictadura,MISC,0.5495419
2014,1,21,Hey sues,MISC,0.81761867
2014,1,21,Cari,MISC,0.9866579
2014,1,21,La Orquesta,ORG,0.9935858
2014,1,21,"A rey muerto, principe coronado",MISC,0.99912775
2014,1,21,Porfirio Diaz,PER,0.965562
2014,1,21,Diaz,PER,0.912174
2014,1,21,Diaz,PER,0.863832
2014,1,21,Poder Legislativo,ORG,0.99766284
2014,1,21,México,LOC,0.9961144
2014,1,21,Porfiriato,MISC,0.98887354
