generacion,libro,pagina,entidad,tipo,score
1993,1,3,José Guadalupe Posada,PER,0.9994658
1993,1,3,Estados Unidos,ORG,0.9805813
1993,1,3,México,LOC,0.9995883
1993,1,3,México,LOC,0.99971277
1993,1,7,V,MISC,0.8622572
1993,1,9,Huelga de *,MISC,0.82631934
1993,1,9,Hu,LOC,0.32045946
1993,1,9,##ciga,MISC,0.35407537
1993,1,9,de Rio,LOC,0.75481987
1993,1,9,Diaz,MISC,0.4987042
1993,1,9,Cro,PER,0.9077756
1993,1,9,##el,ORG,0.34757954
1993,1,9,Partido,ORG,0.89303327
1993,1,9,Made,ORG,0.9547692
1993,1,9,Hospital General,MISC,0.97704476
1993,1,9,Can,LOC,0.9983134
1993,1,9,##ane,LOC,0.7751762
1993,1,9,##a. Blanco,LOC,0.89478326
1993,1,9,Veracruz,LOC,0.99470705
1993,1,9,Cu,ORG,0.8657934
1993,1,9,##dad,LOC,0.56821537
1993,1,9,de México,ORG,0.6631422
1993,1,9,Teo,MISC,0.99470323
1993,1,9,##ria de la rolatividad,MISC,0.9459924
1993,1,9,Sen,MISC,0.9789003
1993,1,9,Fundacion dol Antirreeleccionist,ORG,0.9548855
1993,1,9,Ateneo do la *,ORG,0.997721
1993,1,9,Andrés Molina Enriquez,PER,0.95942605
1993,1,9,Alemania,LOC,0.7641859
1993,1,9,Los greades,MISC,0.9405641
1993,1,9,1910,MISC,0.84570175
1993,1,9,Albert Einstein,PER,0.9994249
1993,1,11,LE,MISC,0.8835784
1993,1,11,##ION 17,MISC,0.7580827
1993,1,11,Revolucién,MISC,0.9936445
1993,1,11,Morelos,LOC,0.8318838
1993,1,11,Hugo Brehme,PER,0.9996274
1993,1,13,Orfirio Diaz,PER,0.997893
1993,1,13,México,LOC,0.9988944
1993,1,13,Diaz,PER,0.9729639
1993,1,13,México,LOC,0.99761164
1993,1,13,Francisco |. Madero,PER,0.9996438
1993,1,13,México,LOC,0.9997397
1993,1,13,Francisco |. Madero,PER,0.99892807
1993,1,13,Madero,PER,0.9847381
1993,1,13,Porfirio Diaz,PER,0.9951731
1993,1,13,Partido An,ORG,0.999136
1993,1,13,tirreelec,ORG,0.88407993
1993,1,13,Republic,ORG,0.9497947
1993,1,13,Plan de San Luis Potosi,MISC,0.9971431
1993,1,13,Madero,PER,0.9856397
1993,1,13,Francisco |,PER,0.9995139
1993,1,13,Madero,PER,0.99929
1993,1,13,Universidad Nacional de México,ORG,0.9970158
1993,1,13,SE,LOC,0.70003927
1993,1,15,Dia,PER,0.95870584
1993,1,17,Francisco |. Madero,PER,0.9995303
1993,1,17,José Maria Pino Suarez,PER,0.9995994
1993,1,17,Madero,PER,0.9682194
1993,1,17,Porfirio Diaz,PER,0.9991754
1993,1,17,México,LOC,0.9996315
1993,1,17,Madero,PER,0.8526026
1993,1,17,Zapata,PER,0.9868982
1993,1,17,Morelos,LOC,0.8500794
1993,1,17,Madero,PER,0.927832
1993,1,17,Pascua,PER,0.99962413
1993,1,17,##l Orozco,PER,0.8442909
1993,1,17,Chihuahua,LOC,0.9930218
1993,1,17,Francisco Villa,PER,0.9995432
1993,1,17,Madero,PER,0.9221923
1993,1,17,He,LOC,0.89170396
1993,1,17,##girerhierlaens,LOC,0.7810817
1993,1,17,Oro,PER,0.8704826
1993,1,17,##zco,PER,0.4888047
1993,1,17,Victoriano Huerta,PER,0.99930775
1993,1,17,México,LOC,0.9998085
1993,1,17,Por,PER,0.9899816
1993,1,17,##firio Diaz,PER,0.98064506
1993,1,17,Madero,PER,0.99103713
1993,1,17,* Francisco I,PER,0.7623153
1993,1,17,Plan,MISC,0.75828046
1993,1,17,China,LOC,0.6606546
1993,1,17,Madero,PER,0.90135133
1993,1,17,Ay,PER,0.8158118
1993,1,17,##ala,LOC,0.4853871
1993,1,17,Pascua,PER,0.96315545
1993,1,17,Emi,PER,0.99931395
1993,1,17,##liano,PER,0.84978265
1993,1,17,Rep,ORG,0.32407916
1993,1,17,Tap,LOC,0.97639126
1993,1,17,##ata,LOC,0.73876065
1993,1,19,Made,PER,0.9554255
1993,1,19,José Vasconcelos,PER,0.9992595
1993,1,19,Madero,PER,0.85568607
1993,1,19,Orizaba,LOC,0.95257694
1993,1,19,Decena Tragica,MISC,0.9088949
1993,1,19,Estados Unidos,ORG,0.99851286
1993,1,19,Madero,PER,0.94316685
