generacion,libro,pagina,entidad,tipo,score
2008,2,1,Porfiriato,MISC,0.93482685
2008,2,1,Revolucién,MISC,0.9111904
2008,2,2,Por,MISC,0.90495753
2008,2,2,Revolucién Mexicana,MISC,0.9957854
2008,2,2,Revolucion Mexicana,MISC,0.9983461
2008,2,2,Porfiria,MISC,0.8051397
2008,2,2,Constituci6n de 1917,MISC,0.8987839
2008,2,2,Rey,MISC,0.97234243
2008,2,2,Mexicana,MISC,0.80030537
2008,2,2,Carmen Serdan,PER,0.9988219
2008,2,2,Porfirio Diaz,PER,0.971338
2008,2,3,| Porfiriato,MISC,0.9904238
2008,2,3,Revolucién Mexicana,MISC,0.99881536
2008,2,4,Linea DE TIEMPO,MISC,0.754863
2008,2,4,México,LOC,0.98370093
2008,2,4,Porfirio Diaz,PER,0.9877489
2008,2,4,®,MISC,0.8221321
2008,2,4,Unidos,LOC,0.6059108
2008,2,5,##tien,PER,0.9708039
2008,2,5,Huerta,PER,0.983434
2008,2,5,Primer,MISC,0.666298
2008,2,5,@ Mundial,MISC,0.7951444
2008,2,6,Por,PER,0.99929917
2008,2,6,##firio Diaz,PER,0.957694
2008,2,6,México,LOC,0.99921596
2008,2,6,Porfirio Diaz,PER,0.97454375
2008,2,6,Revolucién Mexicana,MISC,0.9990691
2008,2,6,Constitucién,MISC,0.80508906
2008,2,6,Pais,LOC,0.80293936
2008,2,6,Constru,MISC,0.9761287
2008,2,6,##cién del ferrocarril,MISC,0.73427165
2008,2,6,Porfiriato,MISC,0.9239371
2008,2,6,Francisco I. Madero,PER,0.99824774
2008,2,6,Francisco I. de México,PER,0.9985906
2008,2,6,Madero,PER,0.77674663
2008,2,6,Constitu,MISC,0.973472
2008,2,7,Comp,MISC,0.61546886
2008,2,7,Fires Constnu,MISC,0.59729177
2008,2,7,Avaro Obregos,MISC,0.745073
2008,2,7,Seagate,MISC,0.7005706
2008,2,7,Dor,PER,0.7027418
2008,2,7,Hor,MISC,0.5477929
2008,2,7,Francaco,PER,0.5638276
2008,2,7,Cormpuala,LOC,0.9544301
2008,2,7,Fico del Noveste,LOC,0.66489637
2008,2,7,B,ORG,0.99085814
2008,2,7,##B,ORG,0.46081394
2008,2,7,F,ORG,0.82102686
2008,2,7,Golfo de México,LOC,0.7778754
2008,2,7,Revolucién,MISC,0.9838331
2008,2,8,Revolucién Mexicana,MISC,0.9989786
2008,2,9,Por,PER,0.9988912
2008,2,9,##firio Diaz,PER,0.9666635
2008,2,9,Benito Juérez,PER,0.99969935
2008,2,9,Guerra de Reforma,MISC,0.9991365
2008,2,9,Por,PER,0.9990652
2008,2,9,##firio Diaz,PER,0.9564089
2008,2,9,Iglesia,ORG,0.9460279
2008,2,9,Republica,MISC,0.8985913
2008,2,9,Juarez,PER,0.9995161
2008,2,9,Juarez,PER,0.99948645
2008,2,9,Porfirio Diaz,PER,0.9990074
2008,2,9,Congreso,ORG,0.999348
2008,2,9,Juarez,PER,0.9995714
2008,2,9,Diaz,PER,0.9768756
2008,2,9,Plan de la Noria,MISC,0.9993272
2008,2,9,Diaz,PER,0.94170916
2008,2,9,Benito Juaréz,PER,0.99967647
2008,2,9,Sebastian Lerdo de Tejada,PER,0.9996406
2008,2,9,Suprema Corte de Justi,ORG,0.96362543
2008,2,9,Benito Juarez,PER,0.9988067
2008,2,9,Porfirio Diaz,PER,0.9642148
2008,2,10,Ex,PER,0.99936134
2008,2,10,##illo Lerdo de Tejada,PER,0.9958109
2008,2,10,Iglesia,ORG,0.81524795
2008,2,10,Leyes de Reforma,MISC,0.9995863
2008,2,10,Lerdo,PER,0.87357837
2008,2,10,Congreso,ORG,0.99980515
2008,2,10,Por,PER,0.9992144
2008,2,10,##firio Diaz,PER,0.90062624
