generacion,libro,pagina,entidad,tipo,score
1993,2,1,Plan de fa Moria,MISC,0.9627749
1993,2,2,1876,LOC,0.62964994
1993,2,2,Benito,PER,0.98498046
1993,2,2,Juarez,MISC,0.5486692
1993,2,2,Ferrocarrll Mexicano,MISC,0.7722725
1993,2,2,Sebastian Lerdo de Tejada,PER,0.9974961
1993,2,2,Vera,ORG,0.9989427
1993,2,2,##cru,ORG,0.9558489
1993,2,2,##r,ORG,0.8864006
1993,2,2,=,PER,0.9955564
1993,2,4,México,LOC,0.9998241
1993,2,4,Yuca,LOC,0.99975306
1993,2,4,##tan,LOC,0.7742261
1993,2,4,Morelos,LOC,0.82759714
1993,2,4,La Lagu,LOC,0.9995076
1993,2,4,na,LOC,0.9985172
1993,2,4,Porfirio Diaz,PER,0.93067914
1993,2,4,Plan de Taxtepec,MISC,0.99626476
1993,2,4,Porfirio Diaz,PER,0.97943485
1993,2,4,Estados Unidos,LOC,0.7441673
1993,2,4,Graham Bell,PER,0.9996642
1993,2,4,Estado,ORG,0.9982437
1993,2,4,México,LOC,0.9996939
1993,2,4,Porfirio Diaz,PER,0.99499476
1993,2,4,Observatorio,ORG,0.7147089
1993,2,4,Meteoroldgico Wac,MISC,0.61193365
1993,2,4,##tonal,LOC,0.50256526
1993,2,4,fon,MISC,0.56463355
1993,2,4,Estados Unidos,LOC,0.8366052
1993,2,4,Thomas Alba Edison,PER,0.99937546
1993,2,5,José Guadalupe Posada,PER,0.99929404
1993,2,5,Yuca,LOC,0.99959356
1993,2,5,##tan,LOC,0.93134546
1993,2,5,Valle Nacional,LOC,0.9992205
1993,2,5,Oaxaca,LOC,0.99659353
1993,2,5,Thomas Alba Edison,PER,0.99879974
1993,2,5,Gel Estado mexicano,MISC,0.5198985
1993,2,5,Yuca,LOC,0.9996673
1993,2,5,##tan,LOC,0.9920845
1993,2,5,Cuba,LOC,0.9998901
1993,2,5,Mé,LOC,0.9997439
1993,2,5,x,LOC,0.96196455
1993,2,5,México,LOC,0.99984777
1993,2,5,Veracruz,LOC,0.999838
1993,2,5,México,LOC,0.99979824
1993,2,5,Guadalajara,LOC,0.9997904
1993,2,6,México,LOC,0.9996643
1993,2,6,« Manuel Gonralez,PER,0.99848586
1993,2,6,Estado,ORG,0.99827933
1993,2,6,Europa,LOC,0.9996866
1993,2,6,América,LOC,0.99912876
1993,2,6,€poca,MISC,0.38536936
1993,2,6,Columna de Ia Independen,LOC,0.7611649
1993,2,6,cla,LOC,0.7540075
1993,2,6,Juarez,LOC,0.99636465
1993,2,6,Roma,LOC,0.9997477
1993,2,6,Cl,LOC,0.9353841
1993,2,6,##u,LOC,0.79730433
1993,2,6,México,LOC,0.8894594
1993,2,6,Mérida,MISC,0.88764757
1993,2,6,Progreso,MISC,0.734301
1993,2,8,Diaz,PER,0.91720486
1993,2,8,Porfirio Diaz,PER,0.9874209
1993,2,8,ferrocarril Central,MISC,0.6977644
1993,2,8,Porfirio Diaz,PER,0.9944191
1993,2,8,S,MISC,0.48553464
1993,2,8,Estado,ORG,0.99968994
1993,2,8,Porfirio Diaz,PER,0.972581
1993,2,8,James Creelman,PER,0.9994811
1993,2,8,México,LOC,0.9994413
1993,2,8,I,MISC,0.77686596
1993,2,8,Diaz,PER,0.814088
1993,2,8,Guadalajara,LOC,0.99978715
1993,2,8,Jalisco,LOC,0.9352861
1993,2,8,Vac,MISC,0.97036684
1993,2,8,##una contra ta rabla,MISC,0.75299203
1993,2,8,Francia,LOC,0.9998629
1993,2,8,Louis Pasteur,PER,0.999374
1993,2,8,Calle de San Francisco,LOC,0.9988336
1993,2,9,La consolidacton de! Estado mexic,MISC,0.87253463
1993,2,9,Man,LOC,0.9994968
1993,2,9,##zanillo,LOC,0.7284187
1993,2,9,El Mundo Mlustrado,ORG,0.99933016
1993,2,9,Man,LOC,0.9995741
1993,2,9,##zan,LOC,0.977112
1993,2,9,##illo,LOC,0.47055835
1993,2,9,Pacific,MISC,0.58770055
1993,2,9,##o,LOC,0.66429895
1993,2,9,Guanajuato,LOC,0.96756095
1993,2,9,Ira,LOC,0.9995969
1993,2,9,##puato,LOC,0.8521327
1993,2,9,Colima,LOC,0.9074857
1993,2,9,Man,LOC,0.9996043
1993,2,9,##zan,LOC,0.9197905
1993,2,9,##illo,LOC,0.5510454
1993,2,9,Man,LOC,0.99960285
1993,2,9,##zanillo,LOC,0.7643659
1993,2,9,Him,MISC,0.9987949
1993,2,9,##no Nacional,MISC,0.94479525
1993,2,9,Ferrocarril Central,ORG,0.6440832
1993,2,9,Man,LOC,0.99925643
1993,2,9,##za,LOC,0.6370832
1993,2,9,Gran Cruz de la Legion,MISC,0.98299265
1993,2,9,##rada,MISC,0.8829871
1993,2,10,Band,MISC,0.94234204
1993,2,10,##idos de Rio Frio,MISC,0.9562563
1993,2,11,Juyentino Rosas,PER,0.9759035
1993,2,12,Augaste Lumiére,MISC,0.9615948
1993,2,13,Diaz,PER,0.99692273
1993,2,13,México,LOC,0.9985246
1993,2,13,Diaz,PER,0.82820106
1993,2,13,Diaz,PER,0.97801197
1993,2,13,México,LOC,0.9991347
1993,2,13,Francisco |. Madero,PER,0.9996821
1993,2,13,México,LOC,0.9997657
1993,2,13,Ferrocarril dei ist,MISC,0.8341218
1993,2,13,Porfirio Diaz,PER,0.9991601
1993,2,13,Madero,PER,0.95731133
1993,2,13,Antirree,ORG,0.87348896
1993,2,13,lec,ORG,0.96390855
1993,2,13,Juarez,PER,0.99916697
1993,2,13,Madero,PER,0.9532279
1993,2,13,Plan de San Luis Potos,MISC,0.9991577
1993,2,13,Madero,PER,0.9949672
1993,2,13,Diaz,PER,0.9243367
1993,2,13,Los Rayos X,MISC,0.9515993
1993,2,13,Alemania,LOC,0.99971396
1993,2,13,W,PER,0.99963284
1993,2,13,##ithelm Roentgen,PER,0.93688387
1993,2,13,La telegrafia sin hilos,MISC,0.92280763
1993,2,13,Guighieimo Marcon,PER,0.99925524
1993,2,14,Flores Mag,PER,0.8358958
1993,2,14,Baja California,LOC,0.9992185
1993,2,14,Tijuana,LOC,0.91846985
1993,2,14,Mexicali,LOC,0.9821216
1993,2,14,Madero,PER,0.8017235
1993,2,14,Ricardo Flores Magon,PER,0.999678
1993,2,14,Guerra Mundial,MISC,0.99870646
1993,2,14,Ricardo Flores Magén,PER,0.9996753
1993,2,14,Acta de Espionaje,MISC,0.99939907
1993,2,14,Estados Unidos,LOC,0.8965394
1993,2,14,E,MISC,0.96736646
1993,2,14,Hega,MISC,0.4629441
1993,2,14,México,LOC,0.99492824
1993,2,14,Porfirio Diax,PER,0.93852216
1993,2,15,Made,PER,0.99259925
1993,2,15,##ro,PER,0.75901693
1993,2,15,Educa,MISC,0.9967429
1993,2,15,ci,MISC,0.6719647
1993,2,15,* Amado Wervo,PER,0.99241114
1993,2,15,€li,MISC,0.9893686
1993,2,15,Perlas negras,MISC,0.8352973
1993,2,15,Misticas,MISC,0.9939443
1993,2,16,G,MISC,0.98309743
1993,2,16,Revorucion Mexicana,MISC,0.99463576
1993,2,16,Madero,PER,0.91772044
1993,2,16,Madero,PER,0.8669674
1993,2,16,Cuer,LOC,0.9993174
1993,2,16,##navaca,LOC,0.88391626
1993,2,16,Morelos,LOC,0.89519316
1993,2,16,Jefes del Ejército,PER,0.9358578
1993,2,16,| del Sur,PER,0.93058234
1993,2,16,Casas,LOC,0.2984794
1993,2,16,##ola,PER,0.56340355
1993,2,16,Madero,PER,0.9519607
1993,2,16,Emiliano Zapata,PER,0.95868874
1993,2,16,Morelos,LOC,0.8711282
1993,2,16,Madero,PER,0.96048796
1993,2,16,Pascua,PER,0.99967563
1993,2,16,##l Orozco,PER,0.86237955
1993,2,16,Chihuahua,LOC,0.99185866
1993,2,16,Madero,PER,0.9473903
1993,2,16,Orozco,PER,0.8691448
1993,2,16,Victoriano Huerta,PER,0.99934435
1993,2,16,México,LOC,0.9998357
1993,2,16,Made,PER,0.9552761
1993,2,16,Porfirio Diaz,PER,0.9477564
1993,2,16,Madero,PER,0.91828835
1993,2,16,Alemania,LOC,0.99978966
1993,2,16,Ferdinand Zeppetin,PER,0.98974687
1993,2,17,Decena Traégica,MISC,0.9350662
1993,2,17,Estados Unidos,ORG,0.9986706
1993,2,17,Madero,PER,0.83717155
1993,2,17,Ciudad de México,LOC,0.9990992
1993,2,17,Bernardo Reyes,PER,0.99969345
1993,2,17,Palacio Nacional,LOC,0.95823574
1993,2,17,Félix Diaz,PER,0.9997657
1993,2,17,Manuel Mondrag6n,PER,0.9396426
1993,2,17,Ciudadela,LOC,0.99800414
1993,2,17,Madero,PER,0.83070844
1993,2,17,Vic,PER,0.99636614
1993,2,17,##to,PER,0.75191396
1993,2,17,ri,PER,0.47641706
1993,2,17,##ano,PER,0.9007699
1993,2,17,Huerta,PER,0.9871091
1993,2,17,Jo,PER,0.9081173
1993,2,17,*,PER,0.8975616
1993,2,17,ROVOI,MISC,0.90663594
1993,2,17,Decena Tragica,MISC,0.99311715
1993,2,17,Estados Unidos,ORG,0.996839
1993,2,17,Henry Lane Wilson,PER,0.99977654
1993,2,17,Huerta,PER,0.928392
1993,2,17,Embajada de los Estados Unidos,ORG,0.68464565
1993,2,17,Wilson,PER,0.91625714
1993,2,17,Huerta,PER,0.91949314
1993,2,17,Huerta,PER,0.71579856
1993,2,17,Palacio Nacional,LOC,0.9691994
1993,2,17,Madero,PER,0.9600811
1993,2,17,José Maria Pino Suarez,PER,0.99960345
1993,2,17,Decen,MISC,0.99962854
1993,2,17,##a Tragica,MISC,0.9960139
1993,2,17,* Manuel José Othon,PER,0.9993797
1993,2,17,Po,MISC,0.9755221
1993,2,17,##emas,MISC,0.7573781
1993,2,17,* Federico Gamboa,PER,0.99926883
1993,2,17,Santa mares vueios,MISC,0.9198128
1993,2,17,Estados Unidos,LOC,0.95063156
1993,2,17,Orville,PER,0.9528123
1993,2,17,Wilbur Wright,PER,0.9748171
1993,2,18,Aguascalientes,LOC,0.9966182
1993,2,18,So,MISC,0.8451476
1993,2,18,Conven,MISC,0.60538864
1993,2,18,##cion Revolucionaria,ORG,0.68171436
1993,2,18,Hospital General,ORG,0.6553708
1993,2,18,Cl,LOC,0.98979294
1993,2,18,##udad de México,LOC,0.9864747
1993,2,18,Alemania,LOC,0.99978215
1993,2,18,Albert Einstein,PER,0.999652
1993,2,19,B,MISC,0.44915277
1993,2,19,La Revolucion Mexicana,MISC,0.8758328
1993,2,19,Ejército,ORG,0.4090799
1993,2,19,Nor,MISC,0.28979224
1993,2,19,##oe,LOC,0.31183055
1993,2,19,Nor,LOC,0.9021489
1993,2,19,Ele,ORG,0.998097
1993,2,19,##rcito Libertador dei Sur,ORG,0.9657938
1993,2,19,Huelga de Cananea,MISC,0.9713559
1993,2,19,Fund,ORG,0.73417234
1993,2,19,Ge,ORG,0.4421825
1993,2,19,Soci,ORG,0.34661
1993,2,19,;,ORG,0.62127715
1993,2,19,Ateneo de i,ORG,0.9946038
1993,2,19,México,ORG,0.83397585
1993,2,20,Srerocan,PER,0.68009204
1993,2,20,HO,LOC,0.9200649
1993,2,20,Zapata,PER,0.46155956
1993,2,20,Inter,MISC,0.788085
1993,2,20,##ino,MISC,0.4844401
1993,2,20,Eulalio Gutiérrez,PER,0.9618769
1993,2,20,Zapatistas,ORG,0.97602534
1993,2,20,Carranza,PER,0.99296427
1993,2,20,Revolucion,MISC,0.9995741
1993,2,20,Villa,PER,0.9967624
1993,2,20,Zapata,PER,0.9991365
1993,2,20,Carranza,PER,0.9813504
1993,2,20,Alvaro Obregon,PER,0.9995095
1993,2,20,Veracruz,LOC,0.999861
1993,2,20,Obregén,PER,0.9841747
1993,2,20,Vi,PER,0.98764867
1993,2,20,lia,PER,0.92804945
1993,2,20,Celaya,LOC,0.94990265
1993,2,20,Villa,PER,0.97910875
1993,2,20,Chihuahua,LOC,0.99321747
1993,2,20,Estados Unidos,ORG,0.99585557
1993,2,20,Carranza,PER,0.9737012
1993,2,20,Villa,PER,0.97994107
1993,2,20,Colum,LOC,0.99621034
1993,2,20,bus,LOC,0.8940617
1993,2,20,Nuevo México,LOC,0.9993248
1993,2,20,Carranza,PER,0.9737585
1993,2,20,Mexico,LOC,0.99444705
1993,2,20,México,LOC,0.9998691
1993,2,20,Carranza,PER,0.9723337
1993,2,20,Carranza,PER,0.9833937
1993,2,20,Villa,PER,0.9971042
1993,2,20,Zapata,PER,0.9990133
1993,2,20,Alvaro Obregon,PER,0.9909665
1993,2,20,‘ ',PER,0.99975973
1993,2,20,Francisco Villa,PER,0.9997231
