generacion,libro,pagina,entidad,tipo,score
1960,2,1,México,LOC,0.9993612
1960,2,1,México,LOC,0.8233577
1960,2,1,¢,MISC,0.45814362
1960,2,1,Secretaria de Satubridad ',ORG,0.99920756
1960,2,1,Asustencia,ORG,0.98124266
1960,2,1,Libros de Texto Gratui,MISC,0.8806221
1960,2,2,##VOL,MISC,0.6361868
1960,2,2,MEXICANA,MISC,0.8448881
1960,2,2,México,MISC,0.8678198
1960,2,2,México,LOC,0.99923885
1960,2,2,Porfirio Diaz,PER,0.9140242
1960,2,3,Maestro,PER,0.62116563
1960,2,3,don Justo Sierra —,PER,0.8813681
1960,2,3,Don Porfirio Diaz,PER,0.9986658
1960,2,4,Francisco I. Madero,PER,0.98328143
1960,2,4,Presidente,PER,0.98374754
1960,2,4,don Francisco I. Ma,PER,0.97468454
1960,2,4,dero,PER,0.97464705
1960,2,4,Re,MISC,0.9978807
1960,2,4,volucién Mexicana,MISC,0.7986818
1960,2,4,don Porfirio,PER,0.97780436
1960,2,4,Presidencia de la Repdblica,ORG,0.98857474
1960,2,4,Rev,MISC,0.64118356
1960,2,4,##olucién,ORG,0.6371598
1960,2,4,Estados,ORG,0.76541954
1960,2,4,Madero,PER,0.97711706
1960,2,5,Presidente,PER,0.60058975
1960,2,5,Vicepresidente,PER,0.6074505
1960,2,5,José Marta Pino Suarez,PER,0.9972263
1960,2,5,Mar,PER,0.97309744
1960,2,5,##tir de la Democracia,PER,0.9778538
1960,2,5,Don Francisco I. Madero,PER,0.9798575
1960,2,5,Porfirio Diaz,PER,0.99430263
1960,2,5,Pres,MISC,0.840946
1960,2,5,Republic,ORG,0.84266746
1960,2,5,Francisco I. Madero,PER,0.9510372
1960,2,5,Revolucién Mexicana,MISC,0.9432762
1960,2,5,Madero,PER,0.96598804
1960,2,5,Madero,PER,0.9323318
1960,2,5,Vice,PER,0.6417713
1960,2,6,Constitucion de 1917,MISC,0.8186588
1960,2,6,Presidente Madero,PER,0.99519736
1960,2,6,Don Venustiano Carranza,PER,0.99947506
1960,2,6,Revolucion,MISC,0.90700245
1960,2,6,Congreso de,ORG,0.5814975
1960,2,6,Que,LOC,0.76088333
1960,2,6,rétaro,LOC,0.98839474
1960,2,6,Cons,MISC,0.9922047
1960,2,6,titu,MISC,0.6303038
1960,2,6,don Venustiano Carranza,PER,0.99823725
1960,2,6,Constitucién,MISC,0.7772171
1960,2,6,Constitucié,MISC,0.75637
1960,2,7,Don Venustiano Carranza,PER,0.9964384
1960,2,7,Revolucion,MISC,0.74504864
1960,2,7,Constitucién,MISC,0.9235417
1960,2,7,Gonstitueién,MISC,0.8867797
1960,2,7,México,LOC,0.88568556
1960,2,8,Revolucién Mexicana,MISC,0.99488145
1960,2,8,Porfirio Diaz,PER,0.9972395
1960,2,8,Artfculo 125,MISC,0.61381626
1960,2,8,Constitucién,MISC,0.8749368
1960,2,8,Seguro Séeial,MISC,0.99738604
1960,2,8,##izaci,MISC,0.7085819
1960,2,9,Tierra y Libertad,MISC,0.99696064
1960,2,9,Emiliano Zapata,PER,0.9558239
1960,2,9,Emi,PER,0.9989085
1960,2,9,##liano Zapata,PER,0.76429856
1960,2,9,Estado de Morelos,ORG,0.77300745
1960,2,9,Tierra y Libertad. GRAL. EMILIANO,MISC,0.9620638
1960,2,9,Revolucién,MISC,0.9978652
