generacion,libro,pagina,entidad,tipo,score
2019,1,3,D,MISC,0.8834232
2019,1,3,porfirismo ala Revoliicion,MISC,0.84641564
2019,1,3,David Alfaro Siquelros,PER,0.985286
2019,1,3,Museo Nacional de Historia,LOC,0.79831076
2019,1,5,Ill,MISC,0.92010224
2019,1,5,Porfiriato,MISC,0.7189113
2019,1,5,Revolucion Mexicana,MISC,0.99936146
2019,1,5,Por,PER,0.9993616
2019,1,5,##fi,PER,0.9737612
2019,1,5,##rio Diaz,PER,0.93448067
2019,1,5,México,LOC,0.9991026
2019,1,5,Porfirio Diaz,PER,0.88831633
2019,1,5,Revolucién Mexicana,MISC,0.9991358
2019,1,5,III,MISC,0.7057503
2019,1,7,Porfirio Diaz,PER,0.99750984
2019,1,7,José Cusachs,PER,0.9986793
2019,1,9,Porfiriato,MISC,0.9217347
2019,1,9,Francisco |. Madero,PER,0.999385
2019,1,9,México,MISC,0.5113251
2019,1,9,Paso del Norte,LOC,0.9416674
2019,1,9,Francisco |. Madero,PER,0.9989996
2019,1,9,México,LOC,0.9994104
2019,1,9,Constitucién,MISC,0.94079804
2019,1,9,Alvaro Obregon,PER,0.9994875
2019,1,9,Francisco Villa,PER,0.99969697
2019,1,9,Pablo Gonzalez,PER,0.99970996
2019,1,9,Emi,PER,0.9996588
2019,1,9,liano Zapata,PER,0.82984656
2019,1,9,Zapata,PER,0.9668669
2019,1,9,Decena Tragica,MISC,0.9957765
2019,1,9,Carranza,PER,0.7879061
2019,1,9,Porfirio Diaz,PER,0.94334555
2019,1,9,Francia,LOC,0.99976176
2019,1,9,Mexi,MISC,0.85428214
2019,1,9,Mexi,LOC,0.55336624
2019,1,9,Norte,ORG,0.55218226
2019,1,9,Ciudad Juérez,LOC,0.99366647
2019,1,9,Presidencia,ORG,0.73183167
2019,1,9,Porfirio Diaz,PER,0.9103657
2019,1,11,Revolu —,MISC,0.9252159
2019,1,11,CAN,MISC,0.9007591
2019,1,11,Océano Pacific,MISC,0.5307994
2019,1,11,Querétaro,LOC,0.67067766
2019,1,11,Ejército Constitucionalista,ORG,0.89002615
2019,1,11,Constitu,MISC,0.7485333
2019,1,11,Ejército de,ORG,0.8637153
2019,1,11,Noroeste,ORG,0.87842876
2019,1,11,D,ORG,0.4533406
2019,1,11,Veracruz,LOC,0.9995223
2019,1,11,Fran,ORG,0.52273524
2019,1,11,##ds,ORG,0.38239464
2019,1,11,##coV,MISC,0.70587957
2019,1,11,México,LOC,0.99677736
2019,1,11,Porfirio Diaz,PER,0.978014
2019,1,11,=,PER,0.5801881
2019,1,11,Ejército delNoreste,ORG,0.8397584
2019,1,11,Madero,PER,0.996297
