generacion,libro,pagina,entidad,tipo,score
1960,3,1,Por,PER,0.9889327
1960,3,1,##firio Diaz,PER,0.9422356
1960,3,1,Porfirio Diaz,PER,0.91278285
1960,3,1,Congreso,ORG,0.9997009
1960,3,1,Cé,MISC,0.9801088
1960,3,1,##digo Politico,MISC,0.84001255
1960,3,1,Presidente,PER,0.83830315
1960,3,1,Benito Juarez,PER,0.999661
1960,3,1,Sebastian Lerdo de Tejada,PER,0.99930626
1960,3,1,Presidencia,ORG,0.7409824
1960,3,1,Constitucié,MISC,0.7014445
1960,3,1,Presidente,MISC,0.74346685
1960,3,1,Porfirio Diaz,PER,0.9245556
1960,3,1,México,LOC,0.9996382
1960,3,1,Diaz,PER,0.9748757
1960,3,2,Diaz,PER,0.97947073
1960,3,2,Por,PER,0.9995696
1960,3,2,##fi,PER,0.9741067
1960,3,2,##rio Diaz,PER,0.9341224
1960,3,2,Diaz,PER,0.94850683
1960,3,2,Diaz,PER,0.8830646
1960,3,3,57,MISC,0.9349845
1960,3,3,Cuaderno de Trabajo,MISC,0.9224898
1960,3,3,Porfirio Dfaz,PER,0.9680968
1960,3,3,Presidencia,ORG,0.9770964
1960,3,3,Por,PER,0.99930584
1960,3,3,##firio Diaz,PER,0.9125589
1960,3,3,México,LOC,0.9997596
1960,3,3,Diaz,PER,0.8661952
1960,3,3,Por,PER,0.99918276
1960,3,3,##firio Diaz,PER,0.98021823
1960,3,3,Por,PER,0.9994117
1960,3,3,##fi,PER,0.99912494
1960,3,3,##rio Diaz,PER,0.8658975
1960,3,3,Patria,MISC,0.9169648
1960,3,4,XII,LOC,0.55488056
1960,3,4,Ignacio Francisco Joaquin Romero Rubio,PER,0.9967745
1960,3,4,Maris,PER,0.8199235
1960,3,4,##cal,PER,0.6422379
1960,3,4,Z,PER,0.98886126
1960,3,4,. Mena Baranda,PER,0.9396022
1960,3,4,Porfirio Diaz,PER,0.9906661
1960,3,4,La,MISC,0.90412986
1960,3,4,El,MISC,0.95395315
1960,3,4,La paz,MISC,0.8539716
1960,3,4,Por,PER,0.99929047
1960,3,4,##firio Diaz,PER,0.8843318
1960,3,4,Héroe de la Paz,MISC,0.9931852
1960,3,4,Por,PER,0.99864227
1960,3,4,##firio Dfaz,PER,0.9184148
1960,3,4,Porfirio Diaz,PER,0.95399606
1960,3,4,Juarez,LOC,0.99498945
1960,3,4,Le,LOC,0.9993507
1960,3,4,##rdo de Tejada,LOC,0.9874464
1960,3,4,Leyes de Reforma,MISC,0.9995415
1960,3,4,Iglesia,ORG,0.97662705
1960,3,4,México,LOC,0.9856558
1960,3,5,Por,PER,0.99924564
1960,3,5,##firio Diaz,PER,0.98078376
1960,3,5,Mé,LOC,0.99938095
1960,3,5,##xi,LOC,0.89545625
1960,3,5,co,LOC,0.8915377
1960,3,5,familia Terra,MISC,0.46666318
1960,3,5,##zas,ORG,0.40521723
1960,3,5,Chihuahua,LOC,0.93555695
1960,3,5,Hacienda,MISC,0.9996973
1960,3,5,José Ives Limantour,PER,0.99966836
1960,3,5,I,MISC,0.85991806
1960,3,5,Veracruz,LOC,0.9994035
1960,3,5,Istmo,LOC,0.9952361
1960,3,5,] Istmo de Tehuantepec,LOC,0.98706377
1960,3,6,Cananea,LOC,0.9425034
1960,3,6,Rio Blanco,LOC,0.97091675
1960,3,6,México,LOC,0.999819
1960,3,6,Ricardo Sierra Gutiérrez Najera Castro,PER,0.9237706
1960,3,6,México,LOC,0.9998223
1960,3,6,Ignacio M. Altamirano,PER,0.9997887
1960,3,6,Manuel Gutiérrez Najera,PER,0.99979895
1960,3,6,du,PER,0.7969996
1960,3,6,##sto,PER,0.89880615
1960,3,6,Sierra,PER,0.949387
1960,3,6,Joaquin Arcadio Pagaza,PER,0.9997557
1960,3,6,Salvador Diaz Mi,PER,0.9997222
1960,3,6,rén,PER,0.90510637
1960,3,6,José Maria Vigil,PER,0.9997484
1960,3,6,Rafael Angel de la Pefia,PER,0.9997871
1960,3,6,Alfredo Cha,PER,0.99982643
1960,3,6,vero,PER,0.9996208
1960,3,6,Francisco del Paso,PER,0.9998067
1960,3,6,Tro,PER,0.999696
1960,3,6,##ncoso,PER,0.97226816
1960,3,6,Manuel José Othon,PER,0.9995982
1960,3,6,Victoria,PER,0.99973637
1960,3,6,##no Salado Alvarez,PER,0.9786006
1960,3,6,Amado Nervo,PER,0.99960726
1960,3,6,Luis G. Urbina,PER,0.99979115
1960,3,6,José Maria Velasco,PER,0.99975586
1960,3,6,Julio Rue,PER,0.9997584
1960,3,6,las,PER,0.99923885
1960,3,6,José Guadalupe Posada,PER,0.99969995
1960,3,6,Juventino Rosas,PER,0.9997406
1960,3,6,Ricardo Castro,PER,0.9997796
1960,3,6,Felipe Villanueva,PER,0.9997905
1960,3,6,Rafael J. Tello,PER,0.999228
1960,3,7,José Maria ‘ anuel M,PER,0.994966
1960,3,7,° Manuel,PER,0.99873114
1960,3,7,José,PER,0.9359149
1960,3,7,Guadalupe Velasco Ponce,PER,0.90938026
1960,3,7,O,PER,0.9971462
1960,3,7,##thén Posada,PER,0.8869525
1960,3,7,Manuel M. Ponce,PER,0.99956787
1960,3,7,Julian Carrillo,PER,0.9994609
1960,3,7,Sebastian Lerdo de Tejada,PER,0.999671
1960,3,7,México,MISC,0.5486189
1960,3,7,Reforma,MISC,0.9953921
1960,3,7,Manuel Orozco,PER,0.99983525
1960,3,7,Ber,PER,0.99936205
1960,3,7,##ra,PER,0.7981328
1960,3,7,Ignacio Ramirez,PER,0.9998238
1960,3,7,Melchor Ocampo,PER,0.9987028
1960,3,7,Guillermo Prieto,PER,0.99983054
1960,3,7,Vicente Riva Palacio,PER,0.9998394
1960,3,7,Gab,PER,0.99982375
1960,3,7,##ino Barreda,PER,0.9936306
1960,3,7,Maestro Justo Sierra,PER,0.9905944
1960,3,7,Justo Sierra,PER,0.99899757
1960,3,7,Escuela Nacio,ORG,0.9569176
1960,3,7,nal de Altos Estudios,ORG,0.97895974
1960,3,7,Universidad,ORG,0.96999836
1960,3,7,Francia,LOC,0.99904424
1960,3,8,México,LOC,0.9995685
1960,3,8,Porfirio Diaz,PER,0.9976571
1960,3,8,Tampico,LOC,0.9919028
1960,3,8,Vera - cruz,LOC,0.99753827
1960,3,8,Coatzacoalcos,LOC,0.9854274
1960,3,8,Salina Cruz,LOC,0.95584565
1960,3,8,Guay,LOC,0.9996724
1960,3,8,##mas,LOC,0.5765422
1960,3,8,Ma,LOC,0.99969137
1960,3,8,##zatlan,LOC,0.9526448
1960,3,8,Necaxa,LOC,0.9677048
1960,3,8,Monterrey,LOC,0.9998679
1960,3,8,Canal del desagiie,MISC,0.89972097
1960,3,8,Valle de México,LOC,0.8874753
1960,3,8,Reptblica,LOC,0.95905167
1960,3,8,Independencia,MISC,0.87535083
1960,3,8,Escuela Normal,ORG,0.8424485
1960,3,8,Colegio Militar,ORG,0.9468206
1960,3,8,Correo,MISC,0.9267365
1960,3,8,##s,MISC,0.9793905
1960,3,8,Comunicaciones,MISC,0.99122226
1960,3,8,Palacio de las Bellas Artes,LOC,0.9794116
1960,3,8,Palacio Legis,LOC,0.9238608
1960,3,8,lativo,LOC,0.98774207
1960,3,8,Monumento a,MISC,0.61476564
1960,3,8,la Rev,LOC,0.52953434
1960,3,8,##o,MISC,0.7659497
1960,3,8,lucié,LOC,0.64740896
1960,3,8,México,LOC,0.99866426
1960,3,8,Manicomio,ORG,0.9893573
1960,3,8,Penitenciaria,ORG,0.96373034
1960,3,9,Puebla,LOC,0.98795986
1960,3,9,San Luis Potos {,LOC,0.9969875
1960,3,9,Guadalajara,LOC,0.99665606
1960,3,9,Monterrey,LOC,0.99847347
1960,3,9,Torreén,LOC,0.9911721
1960,3,9,Estados,ORG,0.9889208
1960,3,9,Guanajuato,LOC,0.8538531
1960,3,9,Chihuahua,LOC,0.9139058
1960,3,9,Cuad,MISC,0.93100464
1960,3,9,##erno de Trabajo,MISC,0.9157459
1960,3,9,Por,PER,0.9991054
1960,3,9,##fi,PER,0.99570036
1960,3,9,##rio Diaz,PER,0.9877147
1960,3,9,México,LOC,0.9942127
1960,3,9,Por,PER,0.99894065
1960,3,9,##firio Diaz,PER,0.93059266
1960,3,9,Hacienda Pablica,MISC,0.8750321
1960,3,9,México,LOC,0.99706537
1960,3,9,Escuela Nacional de Altos Estudics,ORG,0.9887253
1960,3,9,Universidad,ORG,0.93104374
1960,3,10,##VOL,MISC,0.56431174
1960,3,10,Diaz,PER,0.9590579
1960,3,10,Porfirio Dfaz,PER,0.9985388
1960,3,10,Creelman,PER,0.9804403
1960,3,10,México,LOC,0.9896966
1960,3,10,Francisco I. Madero,PER,0.99951726
1960,3,10,Antirreeleccionista,ORG,0.9756795
1960,3,10,Madero,PER,0.9733448
1960,3,11,Porfirio Diaz,PER,0.99768287
1960,3,11,Presidencia,MISC,0.6226619
1960,3,11,Revolucién,MISC,0.99076045
1960,3,11,Francisco 1. Madero,PER,0.99945605
1960,3,11,PLAN DE SAN LUIS POTOS,MISC,0.842464
1960,3,11,Madero,PER,0.9182528
1960,3,11,Por,PER,0.9994185
1960,3,11,##firio Diaz,PER,0.98051214
1960,3,11,Plan de San Luis? Potosi,MISC,0.9924471
1960,3,11,EL Lia 20,MISC,0.90107507
1960,3,11,Plan de San Luis Po,MISC,0.9409648
