generacion,libro,pagina,texto,prediccion
2008,2,1,"G

he |
Del Porfiriato ~
a la Revolucién

exicana",Comunismo
2008,2,2,"Propésitos é€Qué sabes tu?

> Ubicar temporal y espacialmente los > Lee las adivinanzas y relaciénalas con sus
acontecimientos que caracterizaron al Porfiriato respuestas; después, comenten en grupo qué
y la Revolucién Mexicana. tanto saben acerca de la Revolucion Mexicana
> Identificar en fuentes algunas de las causas y de 1910.

consecuencias del Porfiriato.

> Reconocer en la Constituci6n de 1917 las
garantias individuales y sociales de los
mexicanos.

Reyolucién Mexicana

Carmen Serdan’

Porfirio Diaz",Socialismo
2008,2,3,"81

Panorama del periodo

+ Ubicacién temporal y espacial de los principales acontecimientos durante el |
Porfiriato y la Revolucién Mexicana.",Socialismo
2008,2,4,"Linea DE TIEMPO .
1875 1880 1885 1890 1895

México

Porfirio Diaz presidente 1884-1911

Bn | |

‘Se inventa el fondgrafo
®@enEstados Unidos

1877 |

ia

Resto del mundo |",Comunismo
2008,2,5,"Victotieno
Huerta
191 f 1914,

— f\
a)
Cee
19}7-1920

iy
@ Primers Guerra

repablica 1912 @ Mundial 1914-1918
|
| |
|",Comunismo
2008,2,6,">

Entre 1870 y 1920, nuestro pais vivid cambios muy importantes. Con la llega-
da de Porfirio Diaz a la presidencia, se inicié la recuperacién de la economia y
la reconciliacion entre los grupos que hasta entonces se disputaban el poder.
Ademas, se resolvié el problema de la deuda externa y comenzaron a llegar
a México algunas inversiones extranjeras.

Pero estos beneficios no llegaron a todos: gran parte de la poblacién con-
tinud viviendo en la miseria, sometida a trabajos excesivos y Con poca paga,
lo cual produjo gran descontento. Para mantener el orden, Porfirio Diaz esta-
blecio un gobierno dictatorial: reprimié duramente a quienes no estaban de
acuerdo con él, limité la libertad de expresién y se mantuvo en la presidencia
por mas de 30 afios, negandose a efectuar elecciones libres.

En este bloque estudiards las caracteristicas de este gobierno y el estalli-
do de la Revolucién Mexicana, la cual condujo hacia la redaccion de una nueva
Constitucién que planted soluciones a muchos de los problemas del Pais.

CUANDO Y DONDE PASO?
> 1. Observa la linea del tiempo de este bloque ® Construccién del ferrocarril.
y responde.
= -Cudntas décadas duré el Porfiriato? = Francisco I. Madero es elegido presidente
= ;-Cuanto tiempo goberné Francisco I. de México,
Madero?
= :Cuantos lustros duré la lucha armada? @ Constitucién de 1917.

> 2. Identifica los siglos a los que corresponden

estos procesos:

® Inicio de la explotacién del petrdleo.

> 3. Observa el mapa y la simbologia, identifica
y enlista los estados donde luché cada lider o
caudillo revolucionario,",Neoliberalismo
2008,2,7,"Compa de Fires Constnucealets
ey See tl er cet cee
‘Avaro Obregos

[ay Seagate Ae a Dorn dt Hore
Francaco vite

Cormpuala del Fico del Noveste
BB bo concer

Aa et Fjdeho Gel beracor
Erkan Zapata

Golfo de México

> 4. En tu cuaderno, elabora y completa el
siguiente cuadro. En la columna en blanco,
coloca el nombre de uno o mas personajes
de tu localidad 0 estado que sepas que hayan
participado en la Revolucién.

Personaje",Socialismo
2008,2,8,"Temas para comprender
el periodo

éPor qué surgié la Revolucién Mexicana?

¢Qué es una revolucién?, équé puede provocarla? Piensa en algunos cam-
bios que hayas tenido en tu vida; seguramente muchos no los percibes inme-
diatamente (como cuando creces, no te das cuenta sino hasta que tu ropa
ya no te queda) y otros son mucho mas notorios, como cuando te cambias
de casa o de escuela.

Una revolucion es una serie de cambios que en ocasiones son violentos
y Provocan transformaciones importantes en la organizacion de un pais yen
la vida de las personas.

Para OpseRvapores

> Observen las imagenes, y con ayuda de su
maestra 0 maestro, escriban en el pizarrén lo
que representa cada una de ellas. Al terminar el
bloque, escriban entre todos un texto breve en

el que contesten las preguntas del principio de
este tema,

Bloque 3",Populismo
2008,2,9,"Las diferencias politicas entre
los liberales y la consolidacién
de la dictadura de Porfirio Diaz

Como recordaras, durante la primera mitad del siglo xix, hubo varios con-
flictos entre liberales y conservadores.

Entre los liberales que derrotaron la invasion francesa, también sur-
gieron diferencias. Asi, se formaron dos grupos: los civiles que acompa-
fiaron a Benito Juérez desde la Guerra de Reforma y los militares, que
adquirieron prestigio durante la intervencion francesa y eran encabeza-
dos por Porfirio Diaz; estos ultimos eran mas jovenes y tuvieron una vision
distinta de como aplicar las reformas liberales. Por ejemplo, buscaban mejo-
rar la relacion con la Iglesia e impulsaron la reorganizacién de la economia
nacional y las instituciones de gobierno.

Con el triunfo de la Republica, en 1867, Juarez volvid a ser elegido pre-
sidente por un periodo de cuatro afios mas; con ello se prolongo el mandato
que ejercia desde 1858. En 1871, Juarez se postulé de nuevo para la presi-
dencia; su contendiente fue Porfirio Diaz. Ninguno de los candidatos obtuvo
la mayoria absoluta, asi que el Congreso decidié dar el triunfo a Juarez. Ante
esto, Diaz prociamé el Plan de la Noria, en el que exigia la no reeleccién y
hacia un llamado a desconocer el gobierno; aunque Diaz tuvo seguidores, la
revuelta no se extendié, pues meses mas tarde, Benito Juaréz murid. Ante este
suceso, Sebastian Lerdo de Tejada, presidente de la Suprema Corte de Justi-
cia, asumio la presidencia de forma interina y convocd a nuevas elecciones.

Benito Juarez.

Porfirio Diaz.",Liberalismo
2008,2,10,"Exillo Lerdo de Tejada fue presidente de 1872 a 1876; durante su mandato se
Abandonar el pais de origen enfrentd a la Iglesia porque aplicd las Leyes de Reforma. Asimismo, impuls6é

por causas politicas:

el federalismo, la separacion y el equilibrio de los tres poderes, la participa-

cién publica mediante el voto y el respeto a los derechos civiles, como la
libertad de expresién y el respeto al voto.

Terminado su periodo, Lerdo buscé reelegirse, lo cual provocé fa incon-
formidad del Congreso y de Porfirio Diaz. Este volvid a levantarse en armas,

Caricatura publicada en
La Orquesta, (1877).

‘ey nueria, Placpe caronade

Bloque 3

y se puso al frente del Plan de Tuxtepec, en el que se exigia la no reelec-

cién, Diaz recibio un amplio respaldo en toda la
Republica y finalmente Lerdo se vio obligado a
renunciar y a exiliarse en Estados Unidos.

Porfirio Diaz fue elegido presidente y asumio
su cargo en 1877. Los primeros cuatro afios
de su gobierno fueron de ajustes y busqueda
de paz. Consiguié aliarse con mas personas y
fortalecer su poder mediante la conciliacion;
asi, por ejemplo, incluy6 a algunos liberales en
su gabinete; ademas, pacté con los caciques
regionales y puso a sus hombres de confian-
za al mando del ejército. También se propuso
desarrollar un proyecto nacional, unificar a los
liberales y reconciliar al gobierno con la Iglesia y
los conservadores.

Por otro lado, realizé cambios a la Constitu-
cidn; la primera modificacién fue al articulo 116
que le daba al presidente el derecho para inter-
venir en los estados en caso de amenaza inter-
na o externa y en la eleccién de ministros de la
Suprema Corte.

En 1880, e| general Manuel Gonzalez, quien
era amigo cercano de Diaz, fue elegido presi-
dente. Durante su gobierno, continud la reor-
ganizacion del pais: se construyeron grandes
extensiones de vias férreas, se crearon el Banco
Nacional de México y la Loteria Nacional; ade-
mas, se reabrid el Colegio Militar, se firmdé el",Conservadurismo
