generacion,libro,pagina,texto,prediccion
2014,1,1,,Populismo
2014,1,3,"«

, 74

Del porfirismo a la Revolucién, 1957-1966, mural de David

~ Alfaro SIqueiros, Museo Nacional de Historia.

Fm",Comunismo
2014,1,5,"BLOQUE Il

Panorama del periodo

Ubicacion temporal y espacial de los
principales acontecimientos durante
el Porfiriato y la Revolucién Mexicana

Entre 1870 y 1920, nuestro pais vivié cambios muy importantes.
Con la llegada de Porfirio Diaz a la presidencia se inicié la recupe-
racién de la economia y la reconciliacién entre los grupos que hasta
entonces se disputaban el poder; con nuevos préstamos se restruc-
turé la deuda externa y otros paises invirtieron en México.

Sin embargo, gran parte de la poblacién continué viviendo en la
miseria, sometida a trabajos excesivos y con poca paga, lo cual pro-
dujo descontento. Para mantener el orden, Porfirio Diaz establecié
un gobierno autoritario: reprimié duramente a quienes no estaban
de acuerdo con él, limité la libertad de expresién y se mantuvo en
la presidencia por mas de 30 afios, negandose a efectuar elecciones
libres.

En este bloque estudiaras las caracteristicas de ese gobierno y el
estallido de la Revolucién Mexicana, la cual condujo a la redaccién
de una nueva constitucién que planted soluciones a muchos de los
problemas del pais.

e
D g PARA INICIAR

Observa con atencion la imagen que ilustra la entrada del
bloque Ill y contesta las siguientes preguntas.

@ De qué trata la imagen?

®™ zQuiénes participan y a qué grupo social pertenecen?

l= ~Cémo crees que se sienten las personas que estan ahi?
éPor qué?

™@ {Qué periodos histdricos representa la imagen?",Socialismo
2014,1,7,"Porfirio Diaz (1830-1915), José Cusachs.",Comunismo
2014,1,9,"BLOQUE Il

@ CUANDO Y DONDE PASO

1. Observa la linea del tiempo y responde.
™ ~Cuantas décadas duré el Porfiriato?
® ~Cuanto tiempo goberné Francisco |. Madero?

@ Identifica en qué siglos se desarrollaron los siguientes
hechos histéricos.

~ Construcci6n del ferrocarril México-Ciudad Juarez.

- Francisco |. Madero es elegido presidente de México.
- Promulgacién de la Constitucién de 1917.

- Inicio de la explotacién del petrdleo.

2. Observa el mapa histdrico para responder las siguientes pre-

guntas.

®@ En qué regiones o entidades hubo influencia de los caudi-
llos Alvaro Obreg6n, Francisco Villa, Pablo Gonzalez y Emi-
liano Zapata?

® ~Do6nde ocurrieron los siguientes hechos histéricos?

- Muerte de Zapata
- La Decena Tragica
~ Muerte de Carranza

@ ~En qué estados hubo brotes revolucionarios?
@ ~De qué entidad partié Porfirio Diaz rumbo a Francia?

Se inicialaexplotacién

1875 1880 1885 1890 1895

Presidencia de Porfirio Diaz,

dictadura (1884-1911)",Comunismo
2014,1,11,"in Mexicana, 1910-1920

Revolu

—}{0 Ciudad Juérez,
= “Tatado 1911 Estapos Unipos

2S Casas

Golfo de México al

Cancet 23°27)
Océano Pacifico 310% 1912 popica de

Simbologia 4 Querétaro,
Campatias dal jército Consttuconalsta 4 Constitucion 1917
Campari del Ejército del Noroeste
Dr dhrare obregen

Veracruz, exillo de

[Ey teats de Deis det Norte

Francisco Vila ‘México, Decena Tragica: muefen © Portirio Diaz, 1911
Camparia del Fjército del Noreste. | Madero y Pino Suarez, 1913
[rable Goncdlez 1912 f=
Camparia del Ejército Libertador del Sur ‘Chinameca, Morelos ‘ong, S
DB tmmttano Zapata muere Zapata, 1919 Ai a eaten 1920 a

>< Batallasimportantes: le es
i * Escala 1:23 263 000 Plan de Ayala, 1911 / GUATEMALA. f=
© Hechos notables 0 300 600 km. { Honpuras
OO —— ‘
Te Te Tos"" 107 as ae |

4g Madero presidente, Huerta presidente,
| 1911-1913 1913-1914
i
Inicia la Revolucién Mexicana, 1910

. Derrota de Villa Constitucién

N 1 1
Huelga de obreros en Rio en Celaya, 1915 de 1917

Blanco, Veracruz, 1907 Invasién y ataque |
: ss : ="" estadounidense al Puerto Carranza

Huelga de obreros en —
Cananea, Sonora, 1906 ecle tacit! presidente,
oy | Villa toma Zacatecas, 1914 1917-1920
{

% Zapata proclama el Plan de Ayala, 1911

> i

1900 1905 1910 1915 1920

Pelicula muda mexicana La
banda del automévil gris, 1919

Lucha armada",Neoliberalismo
2014,1,13,"BLOQUE Il

Temas para comprender el periodo

3Por qué surgio la Revolucion

Mexicana?

ad
PARA OBSERVADORES

1. Con el titulo “Mi respuesta inicial”, escribe en tu cuaderno la pre-
gunta que aparece arriba.

| a | 2. Observa la secuencia de imagenes de estas dos paginas. {Qué

escribirlas como posible respuesta para esa pregunta?

3. Conforme estudies este bloque, registra la informacién nueva
que encuenires en cada tema y que esté relacionada con esta
pregunta.

4. Al terminar el bloque Ill, completa el esquema de la seccién Lo que
aprendi y utiliza la informaci6n que registraste en tu cuaderno.

Caricatura “A rey muerto, principe Obreras en Rio Blanco, Veracruz.
coronado”.",Populismo
2014,1,15,"aE LEO Y COMPRENDO

Después de estudiar cada tema para comprender el periodo, ela-
bora en tu cuaderno un esquema como el siguiente y responde las
preguntas, segtin se presente la informacion en tu libro.

¢é Cuando y dénde
ocurrid?

éQuiénes
participaron?

Bibi, a lihica

ae los

Meiicanos

—_—_—
ei antl aim

Hacienda henequenera en Yucatan. Portada de la Constitucién
Politica de 1917.",Socialismo
2014,1,17,"BLOQUE Ill

Las diferencias politicas entre los liberales
y la consolidacion de la dictadura de
Porfirio Diaz

Como recordaras, durante la primera mitad del siglo x1x hubo
varios conflictos entre liberales y conservadores. Entre
los liberales que derrotaron al ejército francés también sur-
gieron diferencias. Asi, se formaron dos grupos: los civi-
les que acompajfiaron a Benito Juarez desde la guerra de
Reforma, y los militares que adquirieron prestigio durante
la Intervencién francesa y eran encabezados por Porfirio
Diaz. Estos ultimos eran mas jovenes y tuvieron una vi-
sién distinta sobre cémo aplicar las reformas liberales.
Por ejemplo, buscaban mejorar la relacién con la Iglesia
e impulsaron la reorganizacién de la economia nacional y
las instituciones de gobierno.

Con el triunfo de la Republica, en 1867, Juarez volvié a ser
elegido presidente por un periodo de cuatro aiios; con ello se
prolongé el mandato que ejercia desde 1858. En 1871, Judrez
se postulé de nuevo para la presidencia; sus contendientes fueron
Benito Juarez (1806-1872). Sebastian Lerdo de Tejada y Porfirio Diaz. Juarez triunfé en las elec-
ciones y como repudio a ese triunfo, Diaz proclamo el Plan de
La Noria, en el que exigia la no reeleccién y hacia un llamado
a desconocer al gobierno. Aunque Diaz tuvo seguidores, la revuelta
no se extendid, pues meses mas tarde murié Juarez. Ante este suce-
so, Sebastian Lerdo de Tejada, presidente de la Suprema Corte de
Justicia, asumio la presidencia de la Republica de forma interina y
convocé a nuevas elecciones, en las cuales resulté ganador.

Lerdo de Tejada fue presidente de 1872 a 1876; durante su man-
dato se enfrents a la Iglesia porque aplicé con rigidez las Leyes de
Reforma. Asimismo, impulsé6 el federalismo, la separacién y el equi-
librio de los tres poderes, la participacién publica mediante el voto y
el respeto a los derechos civiles.

Terminado su periodo, Lerdo buscé reelegirse, lo cual provocé
la inconformidad del Congreso y de Porfirio Diaz. Este volvié a le-
vantarse en armas, y se puso al frente del Plan de Tuxtepec, en el

Exilio. Abandonar el pais de que exigia de nueva cuenta la no reeleccién. Diaz recibié un amplio
origen, generalmente por cau-

sas politicas.

Sebastian Lerdo de Tejada (1823-1889).

respaldo de gran parte de la poblacién y finalmente Lerdo se vio
obligado a renunciar ya exiliarse en Estados Unidos.",Liberalismo
2014,1,19,"Porfirio Diaz fue elegido presidente y asumié el cargo en 1877.
Los primeros afios de su gobierno fueron de ajustes y busqueda

de la paz. Consiguié aliarse con mas grupos y fortalecer su poder
mediante la conciliacién; por ejemplo, pacté con los caciques
regionales y puso a sus hombres de confianza al mando del ejército.
También traté de unificar a los liberales y reconciliar al gobierno
con la Iglesia y los conservadores.

EI primer periodo presidencial de Diaz duré hasta 1880; el ge-
neral Manuel Gonzalez, quien le siguié en el cargo, era su amigo
cercano. Durante su gobierno continué la reorganizacién del pais:
se construyeron vias férreas, se cred el Banco Nacional de México y,
ademas, se reabrié el Colegio Militar. También se firmé el Tratado
de Limites con Guatemala, se establecié la primera fabrica de armas
en el pais y se fortalecieron las relaciones diplomaticas con Estados
Unidos y Europa.",Conservadurismo
