generacion,libro,pagina,texto,prediccion
2011,1,1,"“ Del ecirirate
5S a ia Revolucid
Mexicana",Nacionalismo
2011,1,3,"80

Propésitos

En este bloque ubicaras temporal y
espacialmente los acontecimientos que
caracterizaron al Porfiriato y a la Revolucién
Mexicana, asi como las causas y consecuencias
de estos procesos. Asimismo, conoceras las
principales garantias individuales y sociales
contenidas en la Constitucién de 1917.

5) : 493 sume Men.

Zécalo de la ciudad de México
a principios del siglo xx.",Socialismo
2011,1,5,"Lo que conozco

> Para valorar lo que sabes del tema, une con una linea el personaje
© periodo, con su respuesta. Al final comparte tu conclusién con los
compafieros. Si no conoces todas las respuestas, cada vez que termines
un tema de este bloque regresa a la actividad para completarla.",Capitalismo
2011,1,7,"1875

1877

Resto del

Se Inventa el fondégrafo
en Estados Unidos

Ferrocarrll

Aine

Luls Pasteur ~
desarrolla en
Francia la vacuna
contra la rabla
1885

mundo

1885

1890

Se Inicla la explotaci6n —

petrolera por la Mexican

Petroleum Company
1891

Slpubscacion pertodica ns
bandidos de Rio Frio, de Manuel
Payno, de 1889 a 1891.

Llegael cine »
a México
| 1896

Invencién »
de la radio
_ 1896

-#
Inauguracl6n » i

de la Torre Eiffel
1889

CINEMATOGAAPAELUMIERE
Se Inventa el »

cinematografo por los

hermanos Lumiére

1893",Comunismo
2011,1,9,"1900 1905 1910 1915 1920
Presid ‘ Victotiano
ve Matero p) Huerta
wee P191ai914
- |
Preside: ela
de Venustiano
Catranza,
! 1947-1920
~~ Se publica Los bandidos a
de Rio frio de Manuel age én Mex
Payno de noviembre
1898 1910 sh phembll lg
toma Zacatecas
1914
Huelga de obreros en » vasion
Rio Blanco, Veracruz ataque Asesthato He >|
1907 tadunidense Zapata
ar 1919
ath jeracruz
— 1914
Derrota de »
Francisco Villa
en Celaya 1916
Zapata proclama »
el Plan de Ayala
1911 Pelicula muda »
mexicana La banda
de! automévil gris
junfo dela » 1919
revolucl6n china
que cambla el
Imperlo por una
republica Primera Guerra |
1912 Mundial 1914-1918
Hundimiento del » Revolucion »
trasatlantico Titanic rusa
1912 1917",Comunismo
2011,1,11,"Panorama del periodo

Entre 1870 y 1920, nuestro pals vivid cambios muy importantes. Con la llegada
de Porfirio Diaz a la presidencia se iniciaron la recuperacién de la economia y
la reconciliacién entre los grupos que hasta entonces se disputaban el poder,
se resolvid el problema de la deuda externa y otros paises invirtieron en México.

Sin embargo gran parte de la poblacién continud viviendo en la miseria,
sometida a trabajos excesivos y con poca paga, lo cual produjo descontento.
Para mantener el orden, Porfirio Diaz establecié un gobierno autoritario: repri-
mio duramente a quienes no estaban de acuerdo con 4l, limito la libertad de
expresion y se mantuvo en la presidencia por mas de 30 afios, negandose a
efectuar elecciones libres.

En este bloque estudiaras las caracteristicas de este gobierno y el estalli-
do de la Revolucion Mexicana, la cual condujo hacia la redaccion de una nueva
Constitucién que planted soluciones a muchos de los problemas del pais.

> 1. Observa la linea del tiempo de este bloque @ Constitucién de 1917.
""-y responde. @ Inicio de la explotacién del petréleo.
m= ;:Cuantas décadas duro el Porfiriato?
m= ;Cuanto tiempo goberné Francisco I. > 3. Observa el mapa y la simbologia, identifica
Madero? y lista los estados donde luché cada lider

@ :Cudantos afios duré la Revolucion Mexicana? _o caudillo revolucionario. Completa la
informacién en la tabla.

> 2. Identifica los siglos a los que corresponden
estos procesos:
= Construccién del ferrocarril.

@ Francisco I. Madero es elegido presidente
de México.",Neoliberalismo
2011,1,13,"Revolucién mexi

Estapos Unipos

Golfo de México Si

soda Cancer 23°27
Océano Pacifico Pople tee

Simbologta
Campafias del Fert Coretiucionatsta

CCampata del efrcto del Naoeste
tons

[ay Sata de son ce wae
ancico Wa

aia del rt dl Nrete
a tc
Campana del Eero ubetadr del ur

Di emem 2pxta
‘> Batallas importantes

> 4. En tu cuaderno, elabora y completa el ¢En qué regién o estado del pais hubo presencia

siguiente cuadro. En la columna en blanco, de algtin personaje o alguna batalla importante?
coloca el nombre de uno o mas personajes zA qué crees que se deba esto?
de tu localidad 0 estado que sepas que hayan

¢Cual de los caudillos tuvo mayor presencia en el
participado en la Revolucién.

pais? :Cual tuvo menor presencia?

Personaje

Regiéno
estado en
el que tuvo
presencia",Neoliberalismo
2011,1,15,"86

Temas para comprender
el periodo

¢Por qué surgié la Revoluci6n Mexicana?

éQué es una revolucién?, équé puede provocarla? Piensa en algunos cam-
bios que hayas tenido en tu vida; seguramente muchos no los percibes inme-
diatamente (como cuando creces, no te das cuenta sino hasta que tu ropa
ya no te queda) y otros son mucho mas notorios, como cuando te cambias
de casa o de escuela.

Una revolucién es una serie de cambios que en ocasiones son violentos
y provocan transformaciones importantes en la organizacién de un pais y en

la vida de las personas.
ia

Ai

__PARA OBSERVADORES
> Observen las imagenes y con ayuda de su
profesor escriban en el pizarrén lo que

representa cada una de ellas. Al terminar el

bloque escriban entre todos un texto breve en

el que contesten las preguntas del principio de Porfirio Diaz
este tema. (1830-1915).

Grabado de Posada sobre
la Revolucién Mexicana.",Populismo
2011,1,17,"Las diferencias politicas entre
los liberales y la consolidaci6n
de la dictadura de Porfirio Diaz

Como recordaras, durante la primera mitad del siglo XX hubo varios con-
flictos entre liberales y conservadores.

Entre los liberales que derrotaron al ejército francés también surgie-
ron diferencias. Asi, se formaron dos grupos: los civiles que acompa-
fiaron a Benito Juarez desde la Guerra de Reforma y los militares, que
adquirieron prestigio durante la intervencién francesa y eran encabeza-
dos por Porfirio Diaz; estos ultimos eran mas jovenes y tuvieron una vision
distinta sobre como aplicar las reformas liberales. Por ejemplo, buscaban
mejorar la relacién con la Iglesia e impulsaron la reorganizacién de la econo-
mia nacional y las instituciones de gobierno.

Con el triunfo de la Republica, en 1867, Juarez volvié a ser elegido pre-
sidente por un periodo de cuatro afios; con ello se prolongé el mandato que
ejercia desde 1858. En 1871 Juarez se postulé de nuevo para la presidencia;
su contendiente fue Porfirio Diaz. Ninguno de los candidatos obtuvo la mayo-
la absoluta, asi que al Congreso decidié dar el triunfo a Juarez. Ante esto,
Diaz proclam6 el Plan de la Noria, en el que exigia la no reeleccién y hacia un
llamado a desconocer al gobierno; aunque Diaz tuvo seguidores, la revuelta
no se extendié, pues meses mas tarde Benito Juarez murié. Ante este suce-
so Sebastian Lerdo de Tejada, presidente de la Suprema Corte de Justicia,
asumio la presidencia de la Republica de forma interina y convocé a nuevas
elecciones, en las cuales result6 ganador.

Benito Juarez
(1806-1872).",Liberalismo
2011,1,19,"88

Exilio Lerdo de Tejada fue presidente de 1872 a 1876; durante su mandato se
Abandonar el pals de origen enfrenté a la Iglesia porque aplicd con rigidez las Leyes de Reforma. Asimis-
Por causaspolticas. mo impulsé el federalismo, la separacién y el equilibrio de los tres poderes,

la participacién publica mediante el voto y el respeto a los derechos civiles.

Terminado su periodo, Lerdo buscé reelegirse, lo cual provocé la incon-
formidad del Congreso y de Porfirio Diaz. Este volvio a levantarse en armas,
y se puso al frente del Plan de Tuxtepec, en el que exigia la no reeleccion.
Diaz recibid un amplio respaldo en toda la Republica y finalmente Lerdo se
vio obligado a renunciar y a exiliarse en Estados
Unidos.

Porfirio Diaz fue elegido presidente y asu-
mid su cargo en 1877. Los primeros afos de
su gobierno fueron de ajustes y buscé la paz.
Consiguio aliarse con mas personas y fortalecer
su poder mediante la conciliacién; por ejemplo,
pacté con los caciques regionales y puso a sus
hombres de confianza al mando del ejército.
También trat6 de desarrollar un proyecto, unifi-
car a los liberales y reconciliar al gobierno con la
Iglesia y los conservadores.

E! primer periodo presidencial de Diaz duré
hasta 1880; el general Manuel Gonzalez, quien lo
sustituy6 en el cargo, era su amigo cercano. Duran-
te su gobierno continué la reorganizacion del pais:
se construyeron vias férreas, se cred e| Banco
Nacional de México y ademas, se reabrié el Cole-
gio Militar. También se firmé el Tratado de Limites
con Guatemala, se establecié la primera fabrica de
armas en el pals y se fortalecieron las relaciones
diplomaticas con Estados Unidos y Europa.

En 1884 el general Diaz volvio a ocupar la
presidencia. Las acciones que emprendié le per-
mitieron fortalecer su poder y mantener la estabi-
lidad. Conté con el apoyo de politicos, militares,
inversionistas, terratenientes y clases medias,
quienes consideraban que Diaz debia permane-
cer en el gobierno para mantener el orden y el
crecimiento econdmico del pals.

Caricatura publicada en
La Orquesta (1877).

“Rey snuerto, Frincpe coronada",Conservadurismo
