Entidad,Contexto
Porfirio Diaz,"LA DICTADURA PORFIRIANA XI. NO REELECCION Y REELECCION Porfirio Diaz habia Wegado a ta Presidencia luchando por la “no reeleccién""” Porfirio Diaz asumié de nuevo el poder el 1’ de diciembre de 1884. 1. Cuatro afios antes habia dicho al Congreso: “... Jamas admitiré una candidatura de reeleccién, aun cuando ésta no fuera prohibida por nuestro Cédigo Politico...” Pero, Presidente otra vez, no sostuvo aquellas palabras, ni justificé el hecho de haber empufiado antes las armas contra la reeleccién de Benito Juarez y la de Sebastian Lerdo de Tejada. Al contrario, para mantenerse en la Presidencia hizo que tres veces"
Porfirio Diaz,"de la nacién y a los intereses de la gran mayoria de los gobernados; se impusieron la paz y el orden, vulnerando, a menudo, los derechos individuales, la ley, la equidad, la justicia; se reprimieron todas las inquietudes ciudadanas; no hubo libertad de prensa; se permitié que los sectores sociales ricos y los negociantes y capitalistas extranjeros aumen- taran su riqueza a costa de los pobres y, frecuentemente, con el despojo de los débiles. 4. El régimen reeleccionista de Porfirio Diaz impidi6, durante mas de un cuarto de siglo, que la inmensa mayoria de los mexicanos acudiera a encau- zar"
Porfirio Diaz,"XII. PRINCIPALES ASPECTOS DE LA DICTADURA Ignacio Francisco Romero Rubio Mariscal Z. Mena ASPECTO POLITICO 1, Aprovechando su experiencia militar y sus dotes para el mando, Porfirio Diaz impuso la paz por medio de la fuerza y logré mantener el orden durante cerca de treinta afios. A ese largo periodo de nuestra historia se le conoce con los nombres de La dictadura porfiriana, El régimen porfiriano o La paz porfiriana, Por esto ultimo, a Porfirio Diaz sus amigos y partidarios le dieron el titulo de Héroe de la Paz, Durante la dictadura de Porfirio Diaz se abrieron las puertas al"
Porfirio Diaz,"XII. PRINCIPALES ASPECTOS DE LA DICTADURA Ignacio Francisco Romero Rubio Mariscal Z. Mena ASPECTO POLITICO 1, Aprovechando su experiencia militar y sus dotes para el mando, Porfirio Diaz impuso la paz por medio de la fuerza y logré mantener el orden durante cerca de treinta afios. A ese largo periodo de nuestra historia se le conoce con los nombres de La dictadura porfiriana, El régimen porfiriano o La paz porfiriana, Por esto ultimo, a Porfirio Diaz sus amigos y partidarios le dieron el titulo de Héroe de la Paz, Durante la dictadura de Porfirio Diaz se abrieron las puertas al"
Porfirio Diaz,"capital extranjero, que muy pronto se aduefié de una gran parte de la riqueza nacional; se reorganizaron las finanzas publi- cas y se mantuvo al ejército dentro de sus funciones propias. Porfirio Diaz buscé y obtuvo el apoyo de los principales po- liticos que habian figurado en el partido de Judrez o en el de Lerdo de Tejada. Vencié la resistencia de muchos de sus adver- sarios, militares 0 civiles, dandoles la oportunidad de enrique- cerse, Se entendié con los altos dignatarios del clero catélico por medio de la llamada politica de conciliacién, que consistia en permitir ciertas infracciones de"
Porfirio Diaz,"ASPECTO ECONOMICO Durante el gobierno de Porfirio Diaz se desarrollaron en Mé- xico inmensos latifundios, como el de la familia Terrazas en Chihuahua. Se otorgaron amplias concesiones y se dieron facilidades ex- cesivas al capital extranjero. Nuestro pais empez6 a desarrollar algunas industrias, aunque en muchos casos con desproporcién en el beneficio para los in- versionistas extranjeros. El ministro de Hacienda, José Ives Limantour, logré equili- brar los presupuestos del gobierno, cumplié los compromisos contraidos internacionalmente, y acumulé reservas para formar el erario, o tesoro publico. Se construyeron y completaron muchas lineas ferroviarias importantes, entre ellas totalmente la de Veracruz"
Porfirio Diaz,"ideas europeas que estaban en boga. Los gustos que predomina- ban en todas las ramas del arte, incluyendo la arquitectura, y hasta en las modas del vestir y en los habitos sociales de las clases privilegiadas, eran de origen francés. ASPECTO MATERIAL Se realizaron muchas mejoras materiales de importancia evidente Como era de esperar por el sélo transcurso de los afios, bajo Porfirio Diaz, quien, ademés, era buen administrador, se reali- zaron muchas mejoras materiales de importancia evidente: Se hicieron grandes obras portuarias en Tampico, Veracruz, Coatzacoalcos, Salina Cruz, Guaymas y Mazatlan. Se doté de sistemas de riego a la"
Porfirio Diaz,"Porfirio Diaz se caracterizé por las facilidades excesivas otorgadas al capital extranjero; por el des- arrollo de algunas industrias y por el fomento de determinadas vias de co- municacién. La Hacienda Publica se nivelé y logré acumular reservas. 3. En el aspecto social, la dictadura favorecié a la clase adinerada, que recibié todos los honores y privilegios; la clase media pudo desarrollarse un poco, pero las clases humildes fueron despojadas, explotadas y oprimidas. 4, En el aspecto cultural descollaron muchos hombres ilustres que die- ron prestigio a México. Se creé la Escuela Nacional de Altos Estudios y se restablecié la"
Porfirio Diaz,"CAPITULO NOVENO LA REVOLUCION MEXICANA I. REVOLUCION DE 1910 Después de soportar la prolongada dictadura ejercida por el régimen del general Diaz, el pueblo sintié ansias de un orden social mas justo. Si bien las elecciones habian sido hasta alli una mera férmula ante la indiferencia del pueblo, al acercarse las de 1910 las cosas cambiaron debido a varias circunstancias. La principal fue la declaracién que Porfirio Diaz hizo a un periodista norteamerica- no, llamado Creelman, a quien dijo que consideraba a México maduro para la democracia; que veria con gusto la formacién de partidos politicos, y que estaba dispuesto"
Porfirio Diaz,"En esa forma, las elecciones de 1910 fueron una burla hecha al pueblo. Porfirio Diaz se proclamé vencedor y siguié ocupando la Presidencia. Entonces se desencadené la Revolucién, que fue acaudillada por Francisco I. Madero. EL PLAN DE SAN LUIS POTOSI Madero se levanté en armas contra el gobierno de Porfirio Diaz, el 20 de noviembre de 1910, por la ilegalidad de las eleccio- nes que se habian hecho varios meses antes. Lanzé para ello el Plan de San Luis Potosi, cuyos princi- pales postulados eran: su- fragio efectivo y no reelec- cién, El Plan de San Luis Po- tosi"
